ligand,receptor,cell_from_logFC,cell_from_q.value,cell_from,cell_to_logFC,cell_to_q.value,cell_to,comm_type
CALM2,SELL,-0.167450428,1.70E-159,Macrophages,0.85925678,5.28E-25,DC,other
CALM3,SELL,0.691120031,0,Macrophages,0.85925678,5.28E-25,DC,other
CALR,LRP1,0.581337177,2.97E-237,Macrophages,0.137098017,1,DC,other
CCL13,CCR1,0.790048355,7.56E-285,Macrophages,0.587772352,4.22E-16,DC,other
CCL13,CXCR3,0.790048355,7.56E-285,Macrophages,0.666163984,2.48E-10,DC,other
CCL2,CCR1,3.28549325,0,Macrophages,0.587772352,4.22E-16,DC,other
CCL3,CCR1,0.393340058,4.68E-222,Macrophages,0.587772352,4.22E-16,DC,other
CCL4,CCR1,0.835357526,2.13E-244,Macrophages,0.587772352,4.22E-16,DC,other
CCL5,CCR1,0.615175611,3.29E-177,Macrophages,0.587772352,4.22E-16,DC,other
CCL5,CXCR3,0.615175611,3.29E-177,Macrophages,0.666163984,2.48E-10,DC,other
CCL7,CCR1,1.441755991,0,Macrophages,0.587772352,4.22E-16,DC,other
CCL7,CXCR3,1.441755991,0,Macrophages,0.666163984,2.48E-10,DC,other
CCL8,CCR1,2.332371427,0,Macrophages,0.587772352,4.22E-16,DC,other
CD14,ITGA4,0.992675695,0,Macrophages,0.109853142,1,DC,other
CD14,ITGB1,0.992675695,0,Macrophages,-0.213720894,0.008761289,DC,other
CD14,TLR4,0.992675695,0,Macrophages,0.110770708,1,DC,other
CD36,TLR4,0.433225711,3.93E-116,Macrophages,0.110770708,1,DC,other
CD48,CD2,0.757493274,0,Macrophages,0.235858083,0.008006954,DC,other
COL6A3,ITGB1,0.116786596,1,Macrophages,-0.213720894,0.008761289,DC,other
CXCL10,CXCR3,2.302593041,0,Macrophages,0.666163984,2.48E-10,DC,other
CXCL11,CXCR3,0.799463254,0,Macrophages,0.666163984,2.48E-10,DC,other
DEFB1,CCR6,1.193028981,0,Macrophages,-0.436572351,2.96E-15,DC,other
F13A1,ITGA4,0.553370197,0,Macrophages,0.109853142,1,DC,other
F13A1,ITGB1,0.553370197,0,Macrophages,-0.213720894,0.008761289,DC,other
FN1,CD44,0.136130312,7.73E-75,Macrophages,-0.488779985,9.24E-21,DC,other
FN1,CD79A,0.136130312,7.73E-75,Macrophages,-0.681743486,8.97E-05,DC,other
FN1,ITGB1,0.136130312,7.73E-75,Macrophages,-0.213720894,0.008761289,DC,other
GAS6,AXL,0.322866484,4.80E-298,Macrophages,-0.221964433,4.27E-07,DC,other
GAS6,MERTK,0.322866484,4.80E-298,Macrophages,0.162864808,0.002200674,DC,other
GNAI2,CXCR3,0.254396454,2.73E-29,Macrophages,0.666163984,2.48E-10,DC,other
GNAI2,FPR1,0.254396454,2.73E-29,Macrophages,0.322332421,1,DC,other
GNAI2,P2RY12,0.254396454,2.73E-29,Macrophages,-0.128306166,0.0021015,DC,other
GNAI2,UNC5B,0.254396454,2.73E-29,Macrophages,-0.133249274,6.04E-09,DC,other
HBEGF,CD44,-0.248059975,0,Macrophages,-0.488779985,9.24E-21,DC,other
HBEGF,CD82,-0.248059975,0,Macrophages,-0.198067041,1,DC,other
HBEGF,CD9,-0.248059975,0,Macrophages,-1.077316816,3.62E-51,DC,other
HLA-A,APLP2,0.506280953,0,Macrophages,0.214291988,1,DC,other
HLA-A,LILRB1,0.506280953,0,Macrophages,0.313103286,0.070908655,DC,other
HLA-A,LILRB2,0.506280953,0,Macrophages,0.397468232,0.035435358,DC,other
HLA-C,LILRB1,-0.454043649,0,Macrophages,0.313103286,0.070908655,DC,other
HLA-C,LILRB2,-0.454043649,0,Macrophages,0.397468232,0.035435358,DC,other
HP,ITGAM,-1.950434969,0,Macrophages,0.114268,1,DC,other
HSP90B1,LRP1,0.297530611,3.41E-08,Macrophages,0.137098017,1,DC,other
HSP90B1,TLR2,0.297530611,3.41E-08,Macrophages,0.391835583,2.09E-07,DC,other
HSP90B1,TLR4,0.297530611,3.41E-08,Macrophages,0.110770708,1,DC,other
HSP90B1,TLR7,0.297530611,3.41E-08,Macrophages,0.202533225,1,DC,other
ICAM1,ITGAM,0.567569691,0,Macrophages,0.114268,1,DC,other
ICAM1,ITGAX,0.567569691,0,Macrophages,-0.18733667,0.002654001,DC,other
IL1RN,IL1R1,0.737122513,3.71E-20,Macrophages,-0.159347168,3.65E-06,DC,other
IL1RN,IL1R2,0.737122513,3.71E-20,Macrophages,0.41341727,0.643636884,DC,other
IL27,IL27RA,0.302464249,5.86E-165,Macrophages,-0.175420499,0.543053768,DC,other
IRAK4,TLR4,0.233343865,2.73E-25,Macrophages,0.110770708,1,DC,other
IRAK4,TLR7,0.233343865,2.73E-25,Macrophages,0.202533225,1,DC,other
LGALS1,CD69,0.570277813,0,Macrophages,-0.456912575,4.56E-11,DC,other
LGALS3BP,ITGB1,-0.519313314,0,Macrophages,-0.213720894,0.008761289,DC,other
LGALS9,HAVCR2,0.547436978,1.22E-166,Macrophages,0.198685952,1,DC,other
LPL,CD44,-0.765380118,0,Macrophages,-0.488779985,9.24E-21,DC,other
LPL,LRP1,-0.765380118,0,Macrophages,0.137098017,1,DC,other
LRPAP1,LRP1,-0.61096315,0,Macrophages,0.137098017,1,DC,other
LRPAP1,SORT1,-0.61096315,0,Macrophages,-0.199118245,0.002654783,DC,other
LY86,CD180,-0.11182447,3.49E-129,Macrophages,0.280554996,1.72E-06,DC,other
MDK,ITGA4,0.453475824,8.48E-195,Macrophages,0.109853142,1,DC,other
MDK,ITGB1,0.453475824,8.48E-195,Macrophages,-0.213720894,0.008761289,DC,other
MDK,LRP1,0.453475824,8.48E-195,Macrophages,0.137098017,1,DC,other
PLAU,ITGB1,0.157221242,1,Macrophages,-0.213720894,0.008761289,DC,other
SEMA4A,PLXND1,0.312651782,4.21E-189,Macrophages,0.167137919,1,DC,other
PROS1,AXL,-0.149004396,1.68E-235,Macrophages,-0.221964433,4.27E-07,DC,other
PSEN1,CD44,0.129660235,1,Macrophages,-0.488779985,9.24E-21,DC,other
RNASE2,TLR2,0.809275794,0,Macrophages,0.391835583,2.09E-07,DC,other
RPS27A,TLR4,-0.517197979,0,Macrophages,0.110770708,1,DC,other
S100A8,TLR4,2.03028513,0,Macrophages,0.110770708,1,DC,other
S100A9,TLR4,1.381482183,0,Macrophages,0.110770708,1,DC,other
SELPLG,SELL,-0.189110388,1.79E-234,Macrophages,0.85925678,5.28E-25,DC,other
SERPINA1,LRP1,-0.60791936,0,Macrophages,0.137098017,1,DC,other
SERPING1,LRP1,-0.434481949,0,Macrophages,0.137098017,1,DC,other
SPP1,CD44,1.896109537,0,Macrophages,-0.488779985,9.24E-21,DC,other
SPP1,ITGA4,1.896109537,0,Macrophages,0.109853142,1,DC,other
SPP1,ITGB1,1.896109537,0,Macrophages,-0.213720894,0.008761289,DC,other
THBS1,CD36,-0.35913051,0,Macrophages,0.428958151,2.36E-11,DC,other
THBS1,CD47,-0.35913051,0,Macrophages,0.412433656,1.07E-09,DC,other
THBS1,ITGA4,-0.35913051,0,Macrophages,0.109853142,1,DC,other
THBS1,ITGB1,-0.35913051,0,Macrophages,-0.213720894,0.008761289,DC,other
THBS1,LRP1,-0.35913051,0,Macrophages,0.137098017,1,DC,other
TIMP1,CD63,1.66122735,0,Macrophages,0.173155184,1,DC,other
TNFSF13,FAS,-0.649185509,0,Macrophages,0.164729635,0.00537555,DC,other
TNFSF13,TNFRSF14,-0.649185509,0,Macrophages,-0.146244493,1,DC,other
TNFSF13,TNFRSF1A,-0.649185509,0,Macrophages,0.120015386,1,DC,other
UBB,TLR4,-0.888728214,0,Macrophages,0.110770708,1,DC,other
UBC,TLR4,0.778921739,0,Macrophages,0.110770708,1,DC,other
VCAN,CD44,1.17234387,0,Macrophages,-0.488779985,9.24E-21,DC,other
VCAN,ITGA4,1.17234387,0,Macrophages,0.109853142,1,DC,other
VCAN,ITGB1,1.17234387,0,Macrophages,-0.213720894,0.008761289,DC,other
VCAN,SELL,1.17234387,0,Macrophages,0.85925678,5.28E-25,DC,other
VCAN,TLR2,1.17234387,0,Macrophages,0.391835583,2.09E-07,DC,other
VIM,CD44,-0.593550312,0,Macrophages,-0.488779985,9.24E-21,DC,other
LGALS1,ITGB1,0.570277813,0,Macrophages,-0.213720894,0.008761289,DC,other
LGALS1,PTPRC,0.570277813,0,Macrophages,-0.317291221,1.92E-12,DC,other
BST2,LILRA4,0.626913643,0,Macrophages,0.705148514,1.05E-05,DC,other
PECAM1,CD38,-0.457188187,0,Macrophages,0.917199033,9.98E-40,DC,other
MRC1,PTPRC,-0.50410947,0,Macrophages,-0.317291221,1.92E-12,DC,other
LILRB4,LAIR1,1.273368683,0,Macrophages,0.567819138,8.64E-13,DC,other
ICAM1,SPN,0.567569691,0,Macrophages,-0.130188099,0.940861835,DC,other
CD274,CD80,0.25186188,7.31E-33,Macrophages,-0.110452042,1,DC,other
CD52,SIGLEC10,-1.969462202,0,Macrophages,0.349294651,0.000145034,DC,other
ALOX5AP,ALOX5,-0.367912707,6.15E-09,DC,-0.741695243,0,Macrophages,other
ANXA1,DYSF,0.205038051,1,DC,0.705810319,0,Macrophages,other
ANXA1,FPR1,0.205038051,1,DC,0.86801153,0,Macrophages,other
ANXA1,FPR3,0.205038051,1,DC,0.763035958,0,Macrophages,other
APP,CD74,0.399543958,1.87E-06,DC,-1.018967542,0,Macrophages,other
APP,FPR2,0.399543958,1.87E-06,DC,0.129207633,1,Macrophages,other
ARF1,CHRM3,0.204192294,0.004280634,DC,-0.17604721,9.57E-268,Macrophages,other
B2M,HLA-F,0.697552661,8.57E-67,DC,0.140598547,2.61E-05,Macrophages,other
B2M,LILRB1,0.697552661,8.57E-67,DC,0.77863979,0,Macrophages,other
B2M,LILRB2,0.697552661,8.57E-67,DC,1.289064282,0,Macrophages,other
B2M,TFRC,0.697552661,8.57E-67,DC,-1.154830768,0,Macrophages,other
C1QA,CD93,0.829387122,0.007467262,DC,0.358169522,1.53E-278,Macrophages,other
CALM1,ABCA1,0.429167884,7.92E-07,DC,0.645580165,0,Macrophages,other
CALM1,FAS,0.429167884,7.92E-07,DC,0.272300968,1.71E-214,Macrophages,other
CALM1,PDE1B,0.429167884,7.92E-07,DC,-0.154631488,9.63E-195,Macrophages,other
CALM1,SELL,0.429167884,7.92E-07,DC,0.583894701,0,Macrophages,other
CALM3,ABCA1,0.355074868,2.52E-06,DC,0.645580165,0,Macrophages,other
CALM3,PDE1B,0.355074868,2.52E-06,DC,-0.154631488,9.63E-195,Macrophages,other
CALM3,SELL,0.355074868,2.52E-06,DC,0.583894701,0,Macrophages,other
CALR,HLA-F,0.65925361,1.01E-15,DC,0.140598547,2.61E-05,Macrophages,other
CALR,ITGAV,0.65925361,1.01E-15,DC,0.154135673,0.096701544,Macrophages,other
CCL19,CCRL2,1.467600603,6.53E-08,DC,0.131023271,1,Macrophages,other
CCL2,CCR1,2.102453938,3.87E-25,DC,1.306045262,0,Macrophages,other
CCL2,CCR5,2.102453938,3.87E-25,DC,0.244063867,3.83E-226,Macrophages,other
CCL3L1,CCR1,-0.36332484,1.04E-14,DC,1.306045262,0,Macrophages,other
CCL3L1,CCR5,-0.36332484,1.04E-14,DC,0.244063867,3.83E-226,Macrophages,other
CCL4,CCR1,0.56074228,1,DC,1.306045262,0,Macrophages,other
CCL4,CCR5,0.56074228,1,DC,0.244063867,3.83E-226,Macrophages,other
CCL5,CCR1,0.250622982,1,DC,1.306045262,0,Macrophages,other
CCL5,CCR5,0.250622982,1,DC,0.244063867,3.83E-226,Macrophages,other
CCL5,SDC4,0.250622982,1,DC,0.254441325,4.66E-55,Macrophages,other
CCL8,CCR1,0.928517389,1.83E-10,DC,1.306045262,0,Macrophages,other
CCL8,CCR5,0.928517389,1.83E-10,DC,0.244063867,3.83E-226,Macrophages,other
CD14,ITGA4,0.657892425,6.74E-05,DC,0.153764885,2.51E-06,Macrophages,other
CD14,ITGB1,0.657892425,6.74E-05,DC,-0.138667375,6.35E-177,Macrophages,other
CD14,ITGB2,0.657892425,6.74E-05,DC,0.189293563,7.45E-07,Macrophages,other
CD14,TLR4,0.657892425,6.74E-05,DC,0.30380965,3.37E-24,Macrophages,other
CD36,TLR4,0.428958151,2.36E-11,DC,0.30380965,3.37E-24,Macrophages,other
CD55,ADGRE2,-0.174194462,1,DC,0.2970996,7.95E-141,Macrophages,other
CXCL10,SDC4,1.538330446,4.04E-19,DC,0.254441325,4.66E-55,Macrophages,other
FN1,ITGA5,0.68337658,0.657220784,DC,0.451215307,4.73E-107,Macrophages,other
FN1,ITGB8,0.68337658,0.657220784,DC,-0.27075841,0,Macrophages,other
GAS6,AXL,0.18462827,1,DC,-0.236040645,6.86E-291,Macrophages,other
GAS6,MERTK,0.18462827,1,DC,0.704753183,0,Macrophages,other
GNAI2,ADCY7,0.183091205,1,DC,0.280544449,1.33E-22,Macrophages,other
GNAI2,CCR5,0.183091205,1,DC,0.244063867,3.83E-226,Macrophages,other
GNAI2,FPR1,0.183091205,1,DC,0.86801153,0,Macrophages,other
GNAI2,UNC5B,0.183091205,1,DC,-0.375401394,0,Macrophages,other
GZMB,CHRM3,2.086129354,2.85E-11,DC,-0.17604721,9.57E-268,Macrophages,other
GZMB,IGF2R,2.086129354,2.85E-11,DC,0.202482861,1,Macrophages,other
HBEGF,CD82,-0.127386216,1,DC,0.263986225,0.000227863,Macrophages,other
HBEGF,CD9,-0.127386216,1,DC,-1.278448217,0,Macrophages,other
HEBP1,FPR3,-0.105210102,1,DC,0.763035958,0,Macrophages,other
HLA-A,APLP2,0.578792857,2.11E-50,DC,0.219085744,9.93E-14,Macrophages,other
HLA-A,LILRB1,0.578792857,2.11E-50,DC,0.77863979,0,Macrophages,other
HLA-A,LILRB2,0.578792857,2.11E-50,DC,1.289064282,0,Macrophages,other
HLA-B,LILRB1,0.341535847,6.81E-13,DC,0.77863979,0,Macrophages,other
HLA-B,LILRB2,0.341535847,6.81E-13,DC,1.289064282,0,Macrophages,other
HLA-C,LILRB1,0.355830621,8.35E-34,DC,0.77863979,0,Macrophages,other
HLA-C,LILRB2,0.355830621,8.35E-34,DC,1.289064282,0,Macrophages,other
HSP90B1,ASGR1,1.074170718,4.52E-24,DC,0.309793714,3.88E-29,Macrophages,other
HSP90B1,TLR1,1.074170718,4.52E-24,DC,0.331042766,6.75E-93,Macrophages,other
HSP90B1,TLR2,1.074170718,4.52E-24,DC,0.852865008,0,Macrophages,other
HSP90B1,TLR4,1.074170718,4.52E-24,DC,0.30380965,3.37E-24,Macrophages,other
HSPA1A,TLR4,-0.275279503,1,DC,0.30380965,3.37E-24,Macrophages,other
ICAM1,ITGAM,-0.244925197,1,DC,0.614091549,0,Macrophages,other
ICAM2,ITGAM,0.160142951,0.046792198,DC,0.614091549,0,Macrophages,other
ICAM3,ITGAL,-0.213496423,8.47E-05,DC,-0.131612737,5.53E-181,Macrophages,other
ICAM3,ITGB2,-0.213496423,8.47E-05,DC,0.189293563,7.45E-07,Macrophages,other
IL16,CCR5,-0.193124932,0.003298946,DC,0.244063867,3.83E-226,Macrophages,other
IL16,KCNA3,-0.193124932,0.003298946,DC,-0.224679809,0,Macrophages,other
IL18,CD48,-0.349560975,9.74E-10,DC,0.757493274,0,Macrophages,other
IL18,IL18BP,-0.349560975,9.74E-10,DC,0.483290369,2.52E-243,Macrophages,other
IL1B,ADRB2,-0.888882171,2.50E-13,DC,-0.166466443,2.93E-226,Macrophages,other
IL1B,IL1R2,-0.888882171,2.50E-13,DC,1.553671742,0,Macrophages,other
IL1RN,IL1R2,0.10654819,1,DC,1.553671742,0,Macrophages,other
IL27,IL27RA,0.291796353,7.65E-07,DC,0.240864982,1.43E-38,Macrophages,other
INHBA,ENG,-0.479719933,1.13E-22,DC,0.420469101,3.30E-40,Macrophages,other
IRAK4,TLR4,0.153549596,1,DC,0.30380965,3.37E-24,Macrophages,other
LGALS3BP,ITGB1,0.321128794,0.000860647,DC,-0.138667375,6.35E-177,Macrophages,other
LGALS9,HAVCR2,0.271284614,0.074295974,DC,0.722253107,0,Macrophages,other
LTB,CD40,0.162701279,7.39E-10,DC,0.393878095,8.38E-65,Macrophages,other
LTB,LTBR,0.162701279,7.39E-10,DC,0.362676346,3.76E-48,Macrophages,other
LTB,TNFRSF1A,0.162701279,7.39E-10,DC,0.271225514,9.65E-06,Macrophages,other
LY86,CD180,-0.125907229,1,DC,0.377479955,8.49E-262,Macrophages,other
LYZ,ITGAL,-0.492058875,1.12E-21,DC,-0.131612737,5.53E-181,Macrophages,other
MDK,ITGA4,0.289846551,4.83E-06,DC,0.153764885,2.51E-06,Macrophages,other
MDK,ITGB1,0.289846551,4.83E-06,DC,-0.138667375,6.35E-177,Macrophages,other
MDK,SDC3,0.289846551,4.83E-06,DC,0.62273371,0,Macrophages,other
MDK,SDC4,0.289846551,4.83E-06,DC,0.254441325,4.66E-55,Macrophages,other
MFNG,NOTCH2,-0.127561926,1,DC,0.206278279,6.61E-05,Macrophages,other
PLAU,ITGA5,-0.122404296,1,DC,0.451215307,4.73E-107,Macrophages,other
PLAU,ITGAM,-0.122404296,1,DC,0.614091549,0,Macrophages,other
PLAU,ST14,-0.122404296,1,DC,0.702125539,0,Macrophages,other
PLTP,ABCA1,0.188490688,1,DC,0.645580165,0,Macrophages,other
PTDSS1,JMJD6,-0.239777701,2.82E-06,DC,0.155438155,0.061153807,Macrophages,other
QDPR,DYSF,0.151257961,9.28E-05,DC,0.705810319,0,Macrophages,other
RNASE2,TLR2,0.393324779,3.61E-11,DC,0.852865008,0,Macrophages,other
RPS27A,ADRB2,-0.373923697,4.39E-30,DC,-0.166466443,2.93E-226,Macrophages,other
RPS27A,TLR4,-0.373923697,4.39E-30,DC,0.30380965,3.37E-24,Macrophages,other
S100A8,TLR4,1.392842237,2.87E-08,DC,0.30380965,3.37E-24,Macrophages,other
S100A9,TLR4,1.252439942,1.28E-12,DC,0.30380965,3.37E-24,Macrophages,other
SCT,ADRB2,0.529727943,6.53E-08,DC,-0.166466443,2.93E-226,Macrophages,other
SPP1,CD44,1.191136836,6.55E-08,DC,0.139727709,1,Macrophages,other
SPP1,ITGA4,1.191136836,6.55E-08,DC,0.153764885,2.51E-06,Macrophages,other
SPP1,ITGA5,1.191136836,6.55E-08,DC,0.451215307,4.73E-107,Macrophages,other
SPP1,ITGAV,1.191136836,6.55E-08,DC,0.154135673,0.096701544,Macrophages,other
SPP1,ITGB1,1.191136836,6.55E-08,DC,-0.138667375,6.35E-177,Macrophages,other
SPP1,ITGB5,1.191136836,6.55E-08,DC,-0.150009732,1.47E-183,Macrophages,other
TGFB1,ENG,-0.115645709,1,DC,0.420469101,3.30E-40,Macrophages,other
TGFB1,ITGB8,-0.115645709,1,DC,-0.27075841,0,Macrophages,other
TGM2,SDC4,0.181261462,0.046309002,DC,0.254441325,4.66E-55,Macrophages,other
TNFSF10,TNFRSF10B,1.111630635,1.13E-30,DC,0.100719365,1,Macrophages,other
UBA52,TLR4,-0.133385921,0.485806668,DC,0.30380965,3.37E-24,Macrophages,other
UBB,TLR4,0.123879011,0.000687624,DC,0.30380965,3.37E-24,Macrophages,other
UBC,TLR4,0.146330419,1,DC,0.30380965,3.37E-24,Macrophages,other
VCAN,CD44,0.545262798,1.80E-07,DC,0.139727709,1,Macrophages,other
VCAN,ITGA4,0.545262798,1.80E-07,DC,0.153764885,2.51E-06,Macrophages,other
VCAN,ITGB1,0.545262798,1.80E-07,DC,-0.138667375,6.35E-177,Macrophages,other
VCAN,SELL,0.545262798,1.80E-07,DC,0.583894701,0,Macrophages,other
VCAN,TLR1,0.545262798,1.80E-07,DC,0.331042766,6.75E-93,Macrophages,other
VCAN,TLR2,0.545262798,1.80E-07,DC,0.852865008,0,Macrophages,other
VEGFA,EPHB2,-0.266611663,1.29E-12,DC,0.276116316,0,Macrophages,other
VEGFA,ITGAV,-0.266611663,1.29E-12,DC,0.154135673,0.096701544,Macrophages,other
VEGFA,ITGB1,-0.266611663,1.29E-12,DC,-0.138667375,6.35E-177,Macrophages,other
VEGFA,NRP2,-0.266611663,1.29E-12,DC,0.431990878,1.70E-66,Macrophages,other
VIM,CD44,-0.511381767,1.11E-27,DC,0.139727709,1,Macrophages,other
FADD,FAS,0.130606675,1,DC,0.272300968,1.71E-214,Macrophages,other
SYK,FCGR2A,0.124837564,1,DC,0.269972782,9.75E-13,Macrophages,other
PECAM1,CD38,0.145131868,1,DC,0.771609357,0,Macrophages,other
LILRB4,LAIR1,1.065902205,5.40E-50,DC,0.551105679,1.29E-259,Macrophages,other
ICAM1,SPN,-0.244925197,1,DC,-0.897856489,0,Macrophages,other
CD52,SIGLEC10,-0.949915212,9.66E-25,DC,1.003108889,0,Macrophages,other
ADAM10,AXL,0.116289974,0.000135889,Macrophages,-0.210247183,1.22E-25,Prolif.T,other
ADAM15,ITGA5,0.105046879,1,Macrophages,-0.261011567,1.23E-12,Prolif.T,other
ADAM17,ITGA5,-0.106806653,8.49E-168,Macrophages,-0.261011567,1.23E-12,Prolif.T,other
ADAM9,ITGB1,0.267452044,1.57E-54,Macrophages,-0.225799727,1,Prolif.T,other
ADAM9,ITGB5,0.267452044,1.57E-54,Macrophages,-0.156552475,1.92E-17,Prolif.T,other
ADM,ADRB2,0.604983495,0,Macrophages,-0.272850235,7.85E-16,Prolif.T,other
ALOX5AP,ALOX5,-1.429330476,0,Macrophages,-1.301920226,6.39E-100,Prolif.T,other
ANOS1,SDC2,-0.25443268,0,Macrophages,-0.268916564,3.48E-13,Prolif.T,other
ANXA1,FPR1,-0.133715213,6.57E-156,Macrophages,-0.392787957,2.01E-20,Prolif.T,other
ANXA1,FPR2,-0.133715213,6.57E-156,Macrophages,-0.228416557,1.11E-31,Prolif.T,other
ANXA1,FPR3,-0.133715213,6.57E-156,Macrophages,-0.235861063,2.34E-15,Prolif.T,other
APOC2,LDLR,-0.224947965,1.32E-288,Macrophages,0.139696964,1,Prolif.T,other
APOC2,LRP1,-0.224947965,1.32E-288,Macrophages,-1.072248985,4.88E-99,Prolif.T,other
APOE,LDLR,-0.693252079,0,Macrophages,0.139696964,1,Prolif.T,other
APOE,LRP1,-0.693252079,0,Macrophages,-1.072248985,4.88E-99,Prolif.T,other
APOE,SORL1,-0.693252079,0,Macrophages,-0.166729998,0.000105216,Prolif.T,other
APP,CD74,0.46523939,1.16E-226,Macrophages,-2.055191459,3.76E-41,Prolif.T,other
APP,FPR2,0.46523939,1.16E-226,Macrophages,-0.228416557,1.11E-31,Prolif.T,other
APP,LRP1,0.46523939,1.16E-226,Macrophages,-1.072248985,4.88E-99,Prolif.T,other
APP,NCSTN,0.46523939,1.16E-226,Macrophages,-0.275375714,0.031469738,Prolif.T,other
ARPC5,ADRB2,0.197395964,6.00E-66,Macrophages,-0.272850235,7.85E-16,Prolif.T,other
C1QA,CR1,-0.947611148,0,Macrophages,-0.171631409,4.18E-11,Prolif.T,other
C1QB,LRP1,-0.761789297,0,Macrophages,-1.072248985,4.88E-99,Prolif.T,other
CALM1,FAS,0.423808234,0,Macrophages,0.4273475,2.40E-05,Prolif.T,other
CALM1,KCNN4,0.423808234,0,Macrophages,0.178528839,1,Prolif.T,other
CALM1,KCNQ1,0.423808234,0,Macrophages,-0.150087461,1.02E-19,Prolif.T,other
CALM1,PDE1B,0.423808234,0,Macrophages,-0.201079065,2.00E-29,Prolif.T,other
CALM1,SELL,0.423808234,0,Macrophages,1.574796885,1.19E-27,Prolif.T,other
CALM2,PDE1B,-0.167450428,1.70E-159,Macrophages,-0.201079065,2.00E-29,Prolif.T,other
CALM2,SELL,-0.167450428,1.70E-159,Macrophages,1.574796885,1.19E-27,Prolif.T,other
CALM3,KCNQ1,0.691120031,0,Macrophages,-0.150087461,1.02E-19,Prolif.T,other
CALM3,PDE1B,0.691120031,0,Macrophages,-0.201079065,2.00E-29,Prolif.T,other
CALM3,SELL,0.691120031,0,Macrophages,1.574796885,1.19E-27,Prolif.T,other
CALR,HLA-F,0.581337177,2.97E-237,Macrophages,-0.236204956,1,Prolif.T,other
CALR,LRP1,0.581337177,2.97E-237,Macrophages,-1.072248985,4.88E-99,Prolif.T,other
CAMP,FPR2,-0.259464674,8.15E-271,Macrophages,-0.228416557,1.11E-31,Prolif.T,other
CAMP,P2RX7,-0.259464674,8.15E-271,Macrophages,-0.213312595,4.06E-08,Prolif.T,other
CCL13,CCR1,0.790048355,7.56E-285,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL13,CCR2,0.790048355,7.56E-285,Macrophages,0.466157656,1.69E-05,Prolif.T,other
CCL13,CCR5,0.790048355,7.56E-285,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL13,CXCR3,0.790048355,7.56E-285,Macrophages,1.166726236,1.14E-24,Prolif.T,other
CCL2,CCR1,3.28549325,0,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL2,CCR2,3.28549325,0,Macrophages,0.466157656,1.69E-05,Prolif.T,other
CCL2,CCR5,3.28549325,0,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL3,CCR1,0.393340058,4.68E-222,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL3,CCR5,0.393340058,4.68E-222,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL4,CCR1,0.835357526,2.13E-244,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL4,CCR5,0.835357526,2.13E-244,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL5,CCR1,0.615175611,3.29E-177,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL5,CCR5,0.615175611,3.29E-177,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL5,CXCR3,0.615175611,3.29E-177,Macrophages,1.166726236,1.14E-24,Prolif.T,other
CCL7,CCR1,1.441755991,0,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL7,CCR2,1.441755991,0,Macrophages,0.466157656,1.69E-05,Prolif.T,other
CCL7,CCR5,1.441755991,0,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CCL7,CXCR3,1.441755991,0,Macrophages,1.166726236,1.14E-24,Prolif.T,other
CCL8,CCR1,2.332371427,0,Macrophages,0.698123863,4.31E-08,Prolif.T,other
CCL8,CCR2,2.332371427,0,Macrophages,0.466157656,1.69E-05,Prolif.T,other
CCL8,CCR5,2.332371427,0,Macrophages,0.642432349,7.23E-12,Prolif.T,other
CD14,ITGA4,0.992675695,0,Macrophages,0.795369665,2.62E-10,Prolif.T,other
CD14,ITGB1,0.992675695,0,Macrophages,-0.225799727,1,Prolif.T,other
CD14,ITGB2,0.992675695,0,Macrophages,-0.175644166,1,Prolif.T,other
CD14,TLR4,0.992675695,0,Macrophages,-0.331521847,9.33E-36,Prolif.T,other
