source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,ligand.logFC,ligand.pct.1,ligand.pct.2,ligand.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2,receptor.pvalues
Prolif.T,DC,CALM3,SELL,0.016647497,0,446,CALM3 - SELL,other,other,other,Pos,0.372229962,0.905,0.812,2.27E-07,0.85925678,0.444,0.11,2.88E-29
Macrophages,Prolif.T,CALM3,SELL,0.047610212,0,446,CALM3 - SELL,other,other,other,Pos,0.691120031,0.617,0.519,0,1.574796885,0.813,0.05,6.50E-32
T cells,Prolif.T,CALM3,SELL,0.018872617,0,446,CALM3 - SELL,other,other,other,Pos,0.283754833,0.332,0.182,3.95E-16,1.574796885,0.813,0.05,6.50E-32
DC,Prolif.T,CALM3,SELL,0.032429527,0,446,CALM3 - SELL,other,other,other,Pos,0.355074868,0.559,0.412,1.37E-10,1.574796885,0.813,0.05,6.50E-32
Prolif.T,Prolif.T,CALM3,SELL,0.069539478,0,446,CALM3 - SELL,other,other,other,Pos,0.372229962,0.905,0.812,2.27E-07,1.574796885,0.813,0.05,6.50E-32
Macrophages,Macrophages,CALR,HLA-F,0.017119643,0,448,CALR - HLA-F,other,other,other,Pos,0.581337177,0.785,0.833,1.62E-241,0.140598547,0.388,0.493,1.43E-09
DC,Macrophages,CALR,HLA-F,0.017639826,0,448,CALR - HLA-F,other,other,other,Pos,0.65925361,0.877,0.797,5.48E-20,0.140598547,0.388,0.493,1.43E-09
Prolif.T,Macrophages,CALR,HLA-F,0.017920405,0,448,CALR - HLA-F,other,other,other,Pos,0.392842522,0.933,0.912,2.86E-06,0.140598547,0.388,0.493,1.43E-09
Macrophages,T cells,CALR,HLA-F,0.020108579,0,448,CALR - HLA-F,other,other,other,Pos,0.581337177,0.785,0.833,1.62E-241,NA,NA,NA,NA
T cells,T cells,CALR,HLA-F,0.014753836,0.04,448,CALR - HLA-F,other,other,other,Pos,0.336600497,0.591,0.407,2.63E-18,NA,NA,NA,NA
DC,T cells,CALR,HLA-F,0.020717666,0,448,CALR - HLA-F,other,other,other,Pos,0.65925361,0.877,0.797,5.48E-20,NA,NA,NA,NA
Prolif.T,T cells,CALR,HLA-F,0.021046152,0,448,CALR - HLA-F,other,other,other,Pos,0.392842522,0.933,0.912,2.86E-06,NA,NA,NA,NA
Ciliated,T cells,CALR,HLA-F,0.017534183,0.02,448,CALR - HLA-F,other,other,other,Pos,0.538312392,0.818,0.83,6.93E-05,NA,NA,NA,NA
Macrophages,DC,CALR,HLA-F,0.015049292,0.02,448,CALR - HLA-F,other,other,other,Pos,0.581337177,0.785,0.833,1.62E-241,NA,NA,NA,NA
Macrophages,Aveolar cells,CALR,ITGA3,0.01403296,0,450,CALR - ITGA3,other,other,other,Pos,0.581337177,0.785,0.833,1.62E-241,0.751828826,0.357,0,0.044761518
T cells,Aveolar cells,CALR,ITGA3,0.010279131,0,450,CALR - ITGA3,other,other,other,Pos,0.336600497,0.591,0.407,2.63E-18,0.751828826,0.357,0,0.044761518
DC,Aveolar cells,CALR,ITGA3,0.014460733,0,450,CALR - ITGA3,other,other,other,Pos,0.65925361,0.877,0.797,5.48E-20,0.751828826,0.357,0,0.044761518
Prolif.T,Aveolar cells,CALR,ITGA3,0.014691502,0,450,CALR - ITGA3,other,other,other,Pos,0.392842522,0.933,0.912,2.86E-06,0.751828826,0.357,0,0.044761518
Ciliated,Aveolar cells,CALR,ITGA3,0.012226688,0,450,CALR - ITGA3,other,other,other,Pos,0.538312392,0.818,0.83,6.93E-05,0.751828826,0.357,0,0.044761518
Macrophages,Macrophages,CALR,LRP1,0.046196553,0,452,CALR - LRP1,other,other,other,Pos,0.581337177,0.785,0.833,1.62E-241,NA,NA,NA,NA
T cells,Macrophages,CALR,LRP1,0.034136821,0,452,CALR - LRP1,other,other,other,Pos,0.336600497,0.591,0.407,2.63E-18,NA,NA,NA,NA
DC,Macrophages,CALR,LRP1,0.047557493,0,452,CALR - LRP1,other,other,other,Pos,0.65925361,0.877,0.797,5.48E-20,NA,NA,NA,NA
Prolif.T,Macrophages,CALR,LRP1,0.048290549,0,452,CALR - LRP1,other,other,other,Pos,0.392842522,0.933,0.912,2.86E-06,NA,NA,NA,NA
Ciliated,Macrophages,CALR,LRP1,0.040420022,0,452,CALR - LRP1,other,other,other,Pos,0.538312392,0.818,0.83,6.93E-05,NA,NA,NA,NA
Macrophages,Macrophages,CCL2,CCR1,0.088725233,0,554,CCL2 - CCR1,other,other,other,Pos,3.28549325,0.765,0.02,0,1.306045262,0.62,0.142,0
Macrophages,DC,CCL2,CCR1,0.025056367,0,554,CCL2 - CCR1,other,other,other,Pos,3.28549325,0.765,0.02,0,0.587772352,0.408,0.147,2.30E-20
Macrophages,Prolif.T,CCL2,CCR1,0.056225206,0,554,CCL2 - CCR1,other,other,other,Pos,3.28549325,0.765,0.02,0,0.698123863,0.631,0.262,2.35E-12
Macrophages,Prolif.T,CCL2,CCR2,0.013002184,0,556,CCL2 - CCR2,other,other,other,Pos,3.28549325,0.765,0.02,0,0.466157656,0.351,0.012,9.21E-10
DC,Prolif.T,CCL2,CCR2,0.001525495,0,556,CCL2 - CCR2,other,other,other,Pos,2.102453938,0.353,0.045,2.11E-29,0.466157656,0.351,0.012,9.21E-10
Macrophages,Prolif.T,CCL2,CCR5,0.037629803,0,559,CCL2 - CCR5,other,other,other,Pos,3.28549325,0.765,0.02,0,0.642432349,0.529,0.025,3.95E-16
DC,Prolif.T,CCL2,CCR5,0.004514385,0,559,CCL2 - CCR5,other,other,other,Pos,2.102453938,0.353,0.045,2.11E-29,0.642432349,0.529,0.025,3.95E-16
Prolif.T,Macrophages,CCL3,CCR1,0.005169952,0,566,CCL3 - CCR1,other,other,other,Pos,1.240883927,0.275,0.05,1.13E-05,1.306045262,0.62,0.142,0
Prolif.T,DC,CCL3,CCR1,0.001369882,0,566,CCL3 - CCR1,other,other,other,Pos,1.240883927,0.275,0.05,1.13E-05,0.587772352,0.408,0.147,2.30E-20
Prolif.T,Prolif.T,CCL3,CCR1,0.003169741,0,566,CCL3 - CCR1,other,other,other,Pos,1.240883927,0.275,0.05,1.13E-05,0.698123863,0.631,0.262,2.35E-12
Prolif.T,Prolif.T,CCL3,CCR5,0.002082688,0,569,CCL3 - CCR5,other,other,other,Pos,1.240883927,0.275,0.05,1.13E-05,0.642432349,0.529,0.025,3.95E-16
Prolif.T,Macrophages,CCL4,CCR1,0.025256024,0,571,CCL4 - CCR1,other,other,other,Pos,2.756654475,0.528,0.038,1.13E-15,1.306045262,0.62,0.142,0
Prolif.T,DC,CCL4,CCR1,0.006792897,0,571,CCL4 - CCR1,other,other,other,Pos,2.756654475,0.528,0.038,1.13E-15,0.587772352,0.408,0.147,2.30E-20
Prolif.T,Prolif.T,CCL4,CCR1,0.015606589,0,571,CCL4 - CCR1,other,other,other,Pos,2.756654475,0.528,0.038,1.13E-15,0.698123863,0.631,0.262,2.35E-12
Prolif.T,Prolif.T,CCL4,CCR5,0.010298421,0,573,CCL4 - CCR5,other,other,other,Pos,2.756654475,0.528,0.038,1.13E-15,0.642432349,0.529,0.025,3.95E-16
Prolif.T,Macrophages,CCL5,CCR1,0.082775375,0,579,CCL5 - CCR1,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,1.306045262,0.62,0.142,0
Prolif.T,DC,CCL5,CCR1,0.02326709,0,579,CCL5 - CCR1,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,0.587772352,0.408,0.147,2.30E-20
Prolif.T,Prolif.T,CCL5,CCR1,0.052329626,0,579,CCL5 - CCR1,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,0.698123863,0.631,0.262,2.35E-12
Prolif.T,Prolif.T,CCL5,CCR5,0.034974866,0,582,CCL5 - CCR5,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,0.642432349,0.529,0.025,3.95E-16
Prolif.T,T cells,CCL5,CXCR3,0.035471072,0,583,CCL5 - CXCR3,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,NA,NA,NA,NA
Prolif.T,Prolif.T,CCL5,CXCR3,0.067816965,0,583,CCL5 - CXCR3,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,1.166726236,0.743,0.012,6.20E-29
Prolif.T,Aveolar cells,CCL5,SDC1,0.011633344,0,588,CCL5 - SDC1,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,0.523666232,0.308,0,0.069302698
Prolif.T,Ciliated,CCL5,SDC4,0.025262088,0,589,CCL5 - SDC4,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,0.901219995,0.42,0.027,3.38E-20
Prolif.T,Aveolar cells,CCL5,SDC4,0.029549416,0,589,CCL5 - SDC4,other,other,other,Pos,2.188584093,0.883,0.075,1.48E-34,1.222165891,0.483,0,0.012514314
Macrophages,Macrophages,CCL7,CCR1,0.007756253,0,593,CCL7 - CCR1,other,other,other,Pos,1.441755991,0.276,0.002,0,1.306045262,0.62,0.142,0
Macrophages,DC,CCL7,CCR1,0.002059108,0,593,CCL7 - CCR1,other,other,other,Pos,1.441755991,0.276,0.002,0,0.587772352,0.408,0.147,2.30E-20
Macrophages,Prolif.T,CCL7,CCR1,0.004760211,0,593,CCL7 - CCR1,other,other,other,Pos,1.441755991,0.276,0.002,0,0.698123863,0.631,0.262,2.35E-12
Macrophages,Prolif.T,CCL7,CCR2,0.001056518,0,595,CCL7 - CCR2,other,other,other,Pos,1.441755991,0.276,0.002,0,0.466157656,0.351,0.012,9.21E-10
Macrophages,Prolif.T,CCL7,CCR5,0.003129424,0,597,CCL7 - CCR5,other,other,other,Pos,1.441755991,0.276,0.002,0,0.642432349,0.529,0.025,3.95E-16
Macrophages,T cells,CCL7,CXCR3,0.003175309,0,598,CCL7 - CXCR3,other,other,other,Pos,1.441755991,0.276,0.002,0,NA,NA,NA,NA
Macrophages,Prolif.T,CCL7,CXCR3,0.00626206,0,598,CCL7 - CXCR3,other,other,other,Pos,1.441755991,0.276,0.002,0,1.166726236,0.743,0.012,6.20E-29
Macrophages,Macrophages,CCL8,CCR1,0.018173408,0,602,CCL8 - CCR1,other,other,other,Pos,2.332371427,0.393,0.002,0,1.306045262,0.62,0.142,0
Macrophages,DC,CCL8,CCR1,0.004862119,0,602,CCL8 - CCR1,other,other,other,Pos,2.332371427,0.393,0.002,0,0.587772352,0.408,0.147,2.30E-20
Macrophages,Prolif.T,CCL8,CCR1,0.011198901,0,602,CCL8 - CCR1,other,other,other,Pos,2.332371427,0.393,0.002,0,0.698123863,0.631,0.262,2.35E-12
Macrophages,Prolif.T,CCL8,CCR2,0.002498145,0,603,CCL8 - CCR2,other,other,other,Pos,2.332371427,0.393,0.002,0,0.466157656,0.351,0.012,9.21E-10
Macrophages,Prolif.T,CCL8,CCR5,0.007378654,0,605,CCL8 - CCR5,other,other,other,Pos,2.332371427,0.393,0.002,0,0.642432349,0.529,0.025,3.95E-16
Macrophages,T cells,CD14,ITGA4,0.019279231,0,607,CD14 - ITGA4,other,other,other,Pos,0.992675695,0.734,0.548,0,0.347089606,0.326,0.194,1.89E-14
DC,T cells,CD14,ITGA4,0.005167809,0,607,CD14 - ITGA4,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,0.347089606,0.326,0.194,1.89E-14
Macrophages,DC,CD14,ITGA4,0.033280684,0,607,CD14 - ITGA4,other,other,other,Pos,0.992675695,0.734,0.548,0,0.109853142,0.582,0.517,0.060516145
DC,DC,CD14,ITGA4,0.009015112,0,607,CD14 - ITGA4,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,0.109853142,0.582,0.517,0.060516145
Macrophages,Prolif.T,CD14,ITGA4,0.034408569,0,607,CD14 - ITGA4,other,other,other,Pos,0.992675695,0.734,0.548,0,0.795369665,0.69,0.25,1.43E-14
DC,Prolif.T,CD14,ITGA4,0.009328571,0,607,CD14 - ITGA4,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,0.795369665,0.69,0.25,1.43E-14
Macrophages,Macrophages,CD14,ITGB1,0.013592588,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,-0.138667375,0.401,0.651,3.47E-181
Macrophages,T cells,CD14,ITGB1,0.013236878,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,NA,NA,NA,NA
Macrophages,DC,CD14,ITGB1,0.012647838,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,-0.213720894,0.496,0.624,4.78E-07
Macrophages,Prolif.T,CD14,ITGB1,0.02550724,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,-0.225799727,0.591,0.75,6.44E-05
DC,Prolif.T,CD14,ITGB1,0.006869159,0,608,CD14 - ITGB1,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,-0.225799727,0.591,0.75,6.44E-05
Macrophages,Ciliated,CD14,ITGB1,0.011458289,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,-0.197384148,0.409,0.619,0.003302036
Macrophages,Aveolar cells,CD14,ITGB1,0.036981673,0,608,CD14 - ITGB1,other,other,other,Pos,0.992675695,0.734,0.548,0,0.451650607,0.58,0.375,0.251212292
DC,Aveolar cells,CD14,ITGB1,0.010045682,0,608,CD14 - ITGB1,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,0.451650607,0.58,0.375,0.251212292
Macrophages,Macrophages,CD14,ITGB2,0.063238449,0,609,CD14 - ITGB2,other,other,other,Pos,0.992675695,0.734,0.548,0,0.189293563,0.741,0.901,4.06E-11
Macrophages,T cells,CD14,ITGB2,0.022590151,0,609,CD14 - ITGB2,other,other,other,Pos,0.992675695,0.734,0.548,0,0.185919637,0.417,0.306,4.30E-07
Macrophages,DC,CD14,ITGB2,0.057076039,0,609,CD14 - ITGB2,other,other,other,Pos,0.992675695,0.734,0.548,0,NA,NA,NA,NA
Macrophages,Prolif.T,CD14,ITGB2,0.059028413,0,609,CD14 - ITGB2,other,other,other,Pos,0.992675695,0.734,0.548,0,-0.175644166,0.877,0.938,0.000186124
Macrophages,Macrophages,CD14,TLR4,0.009974777,0,611,CD14 - TLR4,other,other,other,Pos,0.992675695,0.734,0.548,0,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,CD14,TLR4,0.002655305,0,611,CD14 - TLR4,other,other,other,Pos,0.657892425,0.462,0.314,3.67E-09,0.30380965,0.311,0.275,1.84E-28
Macrophages,Macrophages,CD36,TLR4,0.001892257,0,617,CD36 - TLR4,other,other,other,Pos,0.433225711,0.361,0.247,2.14E-120,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,CD36,TLR4,0.00111452,0,617,CD36 - TLR4,other,other,other,Pos,0.428958151,0.288,0.079,1.29E-15,0.30380965,0.311,0.275,1.84E-28
Macrophages,T cells,CD48,CD2,0.021046393,0,623,CD48 - CD2,other,other,other,Pos,0.757493274,0.361,0.069,0,0.277782278,0.756,0.642,3.01E-17
Prolif.T,T cells,CD48,CD2,0.08617842,0,623,CD48 - CD2,other,other,other,Pos,1.240609206,0.818,0.1,5.47E-30,0.277782278,0.756,0.642,3.01E-17
Macrophages,Prolif.T,CD48,CD2,0.01977475,0,623,CD48 - CD2,other,other,other,Pos,0.757493274,0.361,0.069,0,1.977719485,0.94,0.138,3.58E-42
Prolif.T,Prolif.T,CD48,CD2,0.081298251,0,623,CD48 - CD2,other,other,other,Pos,1.240609206,0.818,0.1,5.47E-30,1.977719485,0.94,0.138,3.58E-42
Prolif.T,Prolif.T,CD70,CD27,0.004773411,0,629,CD70 - CD27,other,other,other,Pos,0.595590465,0.318,0.012,1.47E-08,1.22715913,0.688,0,6.51E-26
Ciliated,Aveolar cells,CDH1,EGFR,0.000314403,0,635,CDH1 - EGFR,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.496472499,0.252,0,0.110612294
Ciliated,Aveolar cells,CDH1,ERBB3,0.000314403,0,636,CDH1 - ERBB3,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.356811754,0.252,0,0.110612294
Ciliated,Ciliated,CDH1,IGF1R,0.001497029,0,637,CDH1 - IGF1R,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.444938746,0.273,0.013,3.07E-13
Ciliated,Prolif.T,CDH1,ITGAE,0.003522792,0,638,CDH1 - ITGAE,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.287667851,0.544,0.275,7.72E-06
Ciliated,Prolif.T,CDH1,ITGB7,0.001708805,0,639,CDH1 - ITGB7,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.507862673,0.494,0.125,5.62E-10
Ciliated,Ciliated,CDH1,PTPRF,0.005127853,0,642,CDH1 - PTPRF,other,other,other,Pos,0.627241058,0.352,0.045,1.24E-13,0.85399483,0.523,0.004,5.82E-30
Ciliated,Aveolar cells,CGN,OCLN,0.001762955,0,667,CGN - OCLN,other,other,other,Pos,0.801856464,0.375,0,5.68E-22,0.772664887,0.378,0,0.036776584
Ciliated,Macrophages,CGN,TGFBR2,0.00146909,0,669,CGN - TGFBR2,other,other,other,Pos,0.801856464,0.375,0,5.68E-22,NA,NA,NA,NA
Ciliated,DC,CGN,TGFBR2,0.001634941,0,669,CGN - TGFBR2,other,other,other,Pos,0.801856464,0.375,0,5.68E-22,NA,NA,NA,NA
Ciliated,Prolif.T,CGN,TGFBR2,0.001493666,0,669,CGN - TGFBR2,other,other,other,Pos,0.801856464,0.375,0,5.68E-22,0.221162923,0.404,0.4,0.411744747
Ciliated,Aveolar cells,CGN,TGFBR2,0.001826812,0,669,CGN - TGFBR2,other,other,other,Pos,0.801856464,0.375,0,5.68E-22,0.332569351,0.399,0.375,0.648490107
Macrophages,T cells,CXCL10,CXCR3,0.007912705,0,863,CXCL10 - CXCR3,other,other,other,Pos,2.302593041,0.41,0.017,0,NA,NA,NA,NA
DC,T cells,CXCL10,CXCR3,0.004793408,0,863,CXCL10 - CXCR3,other,other,other,Pos,1.538330446,0.323,0.048,2.20E-23,NA,NA,NA,NA
Macrophages,Prolif.T,CXCL10,CXCR3,0.015532966,0,863,CXCL10 - CXCR3,other,other,other,Pos,2.302593041,0.41,0.017,0,1.166726236,0.743,0.012,6.20E-29
DC,Prolif.T,CXCL10,CXCR3,0.009438235,0,863,CXCL10 - CXCR3,other,other,other,Pos,1.538330446,0.323,0.048,2.20E-23,1.166726236,0.743,0.012,6.20E-29
Macrophages,Ciliated,CXCL10,SDC4,0.005589374,0,866,CXCL10 - SDC4,other,other,other,Pos,2.302593041,0.41,0.017,0,0.901219995,0.42,0.027,3.38E-20
DC,Ciliated,CXCL10,SDC4,0.003382843,0,866,CXCL10 - SDC4,other,other,other,Pos,1.538330446,0.323,0.048,2.20E-23,0.901219995,0.42,0.027,3.38E-20
Macrophages,Aveolar cells,CXCL10,SDC4,0.00656044,0,866,CXCL10 - SDC4,other,other,other,Pos,2.302593041,0.41,0.017,0,1.222165891,0.483,0,0.012514314
DC,Aveolar cells,CXCL10,SDC4,0.00397209,0,866,CXCL10 - SDC4,other,other,other,Pos,1.538330446,0.323,0.048,2.20E-23,1.222165891,0.483,0,0.012514314
Ciliated,Macrophages,DUSP18,CD151,0.002364923,0,976,DUSP18 - CD151,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.433162411,0.372,0.771,0
Ciliated,DC,DUSP18,CD151,0.001775041,0,976,DUSP18 - CD151,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,NA,NA,NA,NA
Ciliated,Prolif.T,DUSP18,CD151,0.001294061,0,976,DUSP18 - CD151,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.625584783,0.386,0.712,8.36E-16
Ciliated,Aveolar cells,DUSP18,CD151,0.011317387,0,976,DUSP18 - CD151,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.369122588,0.713,0.875,0.596753107
Ciliated,Aveolar cells,DUSP18,ITGA2,0.00127319,0,978,DUSP18 - ITGA2,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.611983623,0.259,0,0.10450518
Ciliated,Aveolar cells,DUSP18,ITGA3,0.002025475,0,979,DUSP18 - ITGA3,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.751828826,0.357,0,0.044761518
Ciliated,Macrophages,DUSP18,ITGB1,0.002562998,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.138667375,0.401,0.651,3.47E-181
Ciliated,T cells,DUSP18,ITGB1,0.002495196,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,NA,NA,NA,NA
Ciliated,DC,DUSP18,ITGB1,0.002383006,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.213720894,0.496,0.624,4.78E-07
Ciliated,Prolif.T,DUSP18,ITGB1,0.004857215,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.225799727,0.591,0.75,6.44E-05
Ciliated,Ciliated,DUSP18,ITGB1,0.002156771,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.197384148,0.409,0.619,0.003302036
Ciliated,Aveolar cells,DUSP18,ITGB1,0.007110009,0,982,DUSP18 - ITGB1,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.451650607,0.58,0.375,0.251212292
Ciliated,Macrophages,DUSP18,RPSA,0.011551121,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.289821948,0.694,0.958,0
Ciliated,T cells,DUSP18,RPSA,0.023905184,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,NA,NA,NA,NA
Ciliated,DC,DUSP18,RPSA,0.019968342,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,-0.273445197,0.93,0.983,1.97E-16
Ciliated,Prolif.T,DUSP18,RPSA,0.025690161,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.620737308,0.982,0.975,2.70E-21
Ciliated,Ciliated,DUSP18,RPSA,0.015643227,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,NA,NA,NA,NA
Ciliated,Aveolar cells,DUSP18,RPSA,0.020984792,0,984,DUSP18 - RPSA,other,other,other,Pos,0.796425211,0.477,0.058,8.90E-20,0.391303048,0.867,1,0.266948
Ciliated,Aveolar cells,EFEMP1,EGFR,0.00038445,0,1002,EFEMP1 - EGFR,other,other,other,Pos,0.808520217,0.455,0,7.13E-27,0.496472499,0.252,0,0.110612294
Prolif.T,Prolif.T,FASLG,FAS,0.000915051,0,1130,FASLG - FAS,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,0.4273475,0.41,0.062,1.31E-09
Prolif.T,Aveolar cells,FASLG,FAS,0.000834644,0,1130,FASLG - FAS,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,0.523348913,0.294,0,0.078127154
Prolif.T,Macrophages,FASLG,TNFRSF1A,0.001594677,0,1131,FASLG - TNFRSF1A,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,0.271225514,0.445,0.494,5.26E-10
Prolif.T,DC,FASLG,TNFRSF1A,0.001277766,0,1131,FASLG - TNFRSF1A,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,0.120015386,0.442,0.41,0.109865073
Prolif.T,Prolif.T,FASLG,TNFRSF1A,0.00071347,0,1131,FASLG - TNFRSF1A,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,-0.269122376,0.337,0.562,2.01E-06
Prolif.T,Aveolar cells,FASLG,TNFRSF1A,0.001163155,0,1131,FASLG - TNFRSF1A,other,other,other,Pos,0.475913112,0.396,0,8.18E-12,-0.316726683,0.385,0.75,0.068072191
Macrophages,Macrophages,GNAI2,C5AR1,0.012429381,0,1428,GNAI2 - C5AR1,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,NA,NA,NA,NA
Macrophages,Aveolar cells,GNAI2,CAV1,0.016213728,0,1429,GNAI2 - CAV1,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,1.807763667,0.49,0,0.011573998
Macrophages,Prolif.T,GNAI2,CCR5,0.016449856,0,1430,GNAI2 - CCR5,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.642432349,0.529,0.025,3.95E-16
Macrophages,T cells,GNAI2,CXCR3,0.016687784,0,1435,GNAI2 - CXCR3,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,NA,NA,NA,NA
Macrophages,Prolif.T,GNAI2,CXCR3,0.032482117,0,1435,GNAI2 - CXCR3,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,1.166726236,0.743,0.012,6.20E-29
Macrophages,Aveolar cells,GNAI2,EGFR,0.001556731,0,1439,GNAI2 - EGFR,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.496472499,0.252,0,0.110612294
Macrophages,Prolif.T,GNAI2,F2R,0.004845299,0,1440,GNAI2 - F2R,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.390081175,0.311,0.012,1.89E-08
Macrophages,Macrophages,GNAI2,FPR1,0.040891968,0,1441,GNAI2 - FPR1,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.86801153,0.591,0.482,0
Macrophages,DC,GNAI2,FPR1,0.01443792,0,1441,GNAI2 - FPR1,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.322332421,0.438,0.429,0.027923742
Macrophages,Ciliated,GNAI2,IGF1R,0.007377877,0,1442,GNAI2 - IGF1R,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,0.444938746,0.273,0.013,3.07E-13
Macrophages,Prolif.T,GNAI2,S1PR4,0.017701479,0,1453,GNAI2 - S1PR4,other,other,other,Pos,0.254396454,0.698,0.834,1.49E-33,NA,NA,NA,NA
T cells,Macrophages,GZMB,IGF2R,0.006354868,0,1495,GZMB - IGF2R,other,other,other,Pos,1.584019172,0.458,0.219,7.23E-53,0.202482861,0.374,0.46,0.000206524
Prolif.T,Macrophages,GZMB,IGF2R,0.02740588,0,1495,GZMB - IGF2R,other,other,other,Pos,4.076729536,0.832,0.012,1.11E-35,0.202482861,0.374,0.46,0.000206524
T cells,DC,GZMB,IGF2R,0.004973529,0,1495,GZMB - IGF2R,other,other,other,Pos,1.584019172,0.458,0.219,7.23E-53,0.293120688,0.375,0.266,6.79E-05
Prolif.T,DC,GZMB,IGF2R,0.021547974,0,1495,GZMB - IGF2R,other,other,other,Pos,4.076729536,0.832,0.012,1.11E-35,0.293120688,0.375,0.266,6.79E-05
T cells,Prolif.T,GZMB,IGF2R,0.003534542,0,1495,GZMB - IGF2R,other,other,other,Pos,1.584019172,0.458,0.219,7.23E-53,-0.225752447,0.385,0.5,0.012918037
Prolif.T,Prolif.T,GZMB,IGF2R,0.015387677,0,1495,GZMB - IGF2R,other,other,other,Pos,4.076729536,0.832,0.012,1.11E-35,-0.225752447,0.385,0.5,0.012918037
T cells,Prolif.T,GZMB,PGRMC1,0.003463702,0,1496,GZMB - PGRMC1,other,other,other,Pos,1.584019172,0.458,0.219,7.23E-53,0.105348531,0.392,0.312,0.166034335
Prolif.T,Prolif.T,GZMB,PGRMC1,0.015082869,0,1496,GZMB - PGRMC1,other,other,other,Pos,4.076729536,0.832,0.012,1.11E-35,0.105348531,0.392,0.312,0.166034335
